"Date","Observer.name","Stake","Plot","Fence","Tag","SpCode","Height.cm","Notes","X","Y","perc.leaf","Invasive1","perc.Invasive1","Invasive2","perc.Invasive2","Invasive3","perc.Invasive3","Invasive4","perc.Invasive4","Invasive5","perc.Invasive5","Invasive6","perc.Invasive6"
"8/3/2016","Paul Guay, Avery Parmiter",202,"South",FALSE,"5617-00","ruph","27","Not on data sheet; new 2016?",0.5,0.4,0,"mivi",100,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/3/2016","Paul Guay, Avery Parmiter",202,"South",FALSE,"5960-00","fram","15","",0.7,0.5,0,"mivi",100,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/3/2016","Paul Guay, Avery Parmiter",202,"South",FALSE,"6047-00","ruph","90","Not on data sheet; new 2016?",0,0.3,0,"mivi",100,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/3/2016","Paul Guay, Avery Parmiter",202,"South",FALSE,"6281-00","rusp",NA,"dead in 2015",NA,NA,0,"mivi",100,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/3/2016","Paul Guay, Avery Parmiter",202,"South",FALSE,"6469-00","ceoc",NA,"dead in 2015",NA,NA,0,"mivi",100,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/3/2016","Paul Guay, Avery Parmiter",202,"South",FALSE,"6485-00","ruph",NA,"D, TR",NA,NA,0,"mivi",100,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/3/2016","Paul Guay, Avery Parmiter",202,"South",FALSE,"6722-00","ruph","133","Not on data sheet; new 2016?",0,0.4,0,"mivi",100,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/3/2016","Paul Guay, Avery Parmiter",202,"South",FALSE,"880-00","fram","32","",0.3,0.9,0,"mivi",100,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/3/2016","Paul Guay, Avery Parmiter",202,"South",FALSE,"","fram",NA,"NF",0.7,0.4,0,"mivi",100,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/3/2016","Paul Guay, Avery Parmiter",202,"South",FALSE,"","libe",NA,"NF",0.4,0.1,0,"mivi",100,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/3/2016","Paul Guay, Avery Parmiter",202,"South",FALSE,"","fram",NA,"NF",NA,NA,0,"mivi",100,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/3/2016","Paul Guay, Avery Parmiter",202,"South",FALSE,"","fram",NA,"NF",NA,NA,0,"mivi",100,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/3/2016","Paul Guay, Avery Parmiter",202,"South",FALSE,"","paqu",NA,"NF",NA,NA,0,"mivi",100,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/3/2016","Paul Guay, Avery Parmiter",202,"West",FALSE,"1000-00","libe","108","",0.7,0.5,20,"mivi",80,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/3/2016","Paul Guay, Avery Parmiter",202,"West",FALSE,"1022-00","fram",NA,"NF",0.3,0.6,20,"mivi",80,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/3/2016","Paul Guay, Avery Parmiter",202,"West",FALSE,"1187-00","libe",NA,"NF",NA,NA,20,"mivi",80,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/3/2016","Paul Guay, Avery Parmiter",202,"West",FALSE,"1188-00","fram",NA,"NF",NA,NA,20,"mivi",80,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/3/2016","Paul Guay, Avery Parmiter",202,"West",FALSE,"1642-00","fram",NA,"NF",0.2,0.1,20,"mivi",80,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/3/2016","Paul Guay, Avery Parmiter",202,"West",FALSE,"2103-00","paqu",NA,"NF",0.9,0.4,20,"mivi",80,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/3/2016","Paul Guay, Avery Parmiter",202,"West",FALSE,"721-00","libe",NA,"NF",NA,NA,20,"mivi",80,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/3/2016","Paul Guay, Avery Parmiter",202,"West",FALSE,"","fram",NA,"NF",NA,NA,20,"mivi",80,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/3/2016","Paul Guay, Avery Parmiter",202,"West",FALSE,"","fram",NA,"NF",NA,NA,20,"mivi",80,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/3/2016","Paul Guay, Avery Parmiter",202,"West",FALSE,"","fram",NA,"NF",NA,NA,20,"mivi",80,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/3/2016","Paul Guay, Avery Parmiter",202,"West",FALSE,"","fram",NA,"NF",NA,NA,20,"mivi",80,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/3/2016","Paul Guay, Avery Parmiter",202,"West",FALSE,"","fram",NA,"NF",NA,NA,20,"mivi",80,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/3/2016","Paul Guay, Avery Parmiter",202,"West",FALSE,"","paqu",NA,"NF",NA,NA,20,"mivi",80,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"East",FALSE,"5995","ceoc",NA,"NF",NA,NA,30,"None",0,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"East",FALSE,"5996","libe",NA,"NF",NA,NA,30,"None",0,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"East",FALSE,"6721","libe",NA,"NF",NA,NA,30,"None",0,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"East",FALSE,"6722","fram",NA,"dead in 2014",NA,NA,30,"None",0,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"East",FALSE,"6723","syor",NA,"dead in 2014",NA,NA,30,"None",0,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"East",FALSE,"6724","syor",NA,"dead in 2014",NA,NA,30,"None",0,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"East",FALSE,"6725","fram",NA,"NF",NA,NA,30,"None",0,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"East",FALSE,"6726","fram",NA,"dead in 2014",NA,NA,30,"None",0,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"East",FALSE,"6727","tora",NA,"dead in 2014",NA,NA,30,"None",0,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"East",FALSE,"6728","syor",NA,"NF",NA,NA,30,"None",0,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"East",FALSE,"6729","fram",NA,"NF",NA,NA,30,"None",0,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"East",FALSE,"6730","fram",NA,"NF",NA,NA,30,"None",0,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"East",FALSE,"6731","ceoc",NA,"NF",NA,NA,30,"None",0,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"East",FALSE,"6732","fram",NA,"NF",NA,NA,30,"None",0,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"East",FALSE,"6733","libe",NA,"NF",NA,NA,30,"None",0,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"East",FALSE,"6734","loja","26","",0.2,0.5,30,"None",0,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"East",FALSE,"6735","syor",NA,"D, TR",0.5,0.6,30,"None",0,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"East",FALSE,"6736","fram",NA,"NF",NA,NA,30,"None",0,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"East",FALSE,"6737","fram",NA,"NF",NA,NA,30,"None",0,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"East",FALSE,"6738","tora","14","",0.3,0.5,30,"None",0,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"East",FALSE,"6739","tora",NA,"dead in 2015",NA,NA,30,"None",0,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"East",FALSE,"6740","fram",NA,"NF",NA,NA,30,"None",0,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"East",FALSE,"6742","tora",NA,"NF",0,0.8,30,"None",0,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"East",FALSE,"6743","tora",NA,"NF",NA,NA,30,"None",0,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"East",FALSE,"6744","libe",NA,"NF",NA,NA,30,"None",0,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"East",FALSE,"6745","caco","23","",0.3,0.8,30,"None",0,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"East",FALSE,"6746","libe",NA,"dead in 2014",NA,NA,30,"None",0,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"East",FALSE,"6747","libe",NA,"dead in 2014",NA,NA,30,"None",0,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"East",FALSE,"6748","tora",NA,"dead in 2015",NA,NA,30,"None",0,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"East",FALSE,"6749","beth",NA,"NF",NA,NA,30,"None",0,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"East",FALSE,"6750","loja",NA,"dead in 2014",NA,NA,30,"None",0,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"East",FALSE,"6751","loja",NA,"dead in 2014",NA,NA,30,"None",0,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"East",FALSE,"1854-00","ceoc","43","New 2016",1,0.9,30,"None",0,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"East",FALSE,"401-00","loja","51","Leader died",0.5,0.3,30,"None",0,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"East",FALSE,"4022-00","libe","119","New 2016",0.4,0.2,30,"None",0,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"East",FALSE,"6625-00","loja",NA,"dead in 2014",NA,NA,30,"None",0,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"East",FALSE,"6652-00","loja",NA,"dead in 2015",NA,NA,30,"None",0,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"East",FALSE,"6680-00","prse",NA,"dead in 2015",NA,NA,30,"None",0,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"East",FALSE,"","tora",NA,"NF",0.4,0.5,30,"None",0,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"East",FALSE,"","tora",NA,"NF",0,0.5,30,"None",0,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"South",FALSE,"6752","ceoc",NA,"NF",NA,NA,10,"mivi",10,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"South",FALSE,"6753","unk",NA,"dead in 2014",NA,NA,10,"mivi",10,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"South",FALSE,"6754","libe",NA,"dead in 2014",NA,NA,10,"mivi",10,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"South",FALSE,"6757","unk",NA,"dead in 2014",NA,NA,10,"mivi",10,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"South",FALSE,"6758","romu",NA,"dead in 2014",NA,NA,10,"mivi",10,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"South",FALSE,"6759","libe",NA,"dead in 2014",NA,NA,10,"mivi",10,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"South",FALSE,"6760","loja",NA,"dead in 2015",NA,NA,10,"mivi",10,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"South",FALSE,"6761","libe",NA,"NF",NA,NA,10,"mivi",10,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"South",FALSE,"6762","libe",NA,"NF",NA,NA,10,"mivi",10,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"South",FALSE,"6763","libe",NA,"NF",NA,NA,10,"mivi",10,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"South",FALSE,"6764","libe",NA,"NF",NA,NA,10,"mivi",10,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"South",FALSE,"6945","paqu",NA,"NF",NA,NA,10,"mivi",10,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"South",FALSE,"6946","libe",NA,"NF",NA,NA,10,"mivi",10,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"South",FALSE,"6947","libe",NA,"NF",NA,NA,10,"mivi",10,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"South",FALSE,"1191-00","paqu","11","",0.3,0.4,10,"mivi",10,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"South",FALSE,"1601-00","libe",NA,"dead in 2014",NA,NA,10,"mivi",10,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"South",FALSE,"1610-00","libe",NA,"NF",NA,NA,10,"mivi",10,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"South",FALSE,"1611-00","libe",NA,"NF",NA,NA,10,"mivi",10,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"South",FALSE,"1615-00","libe",NA,"NF",NA,NA,10,"mivi",10,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"South",FALSE,"1616-00","libe",NA,"dead in 2014",NA,NA,10,"mivi",10,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"South",FALSE,"1626-00","libe",NA,"dead in 2014",NA,NA,10,"mivi",10,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"South",FALSE,"3320-00","paqu","14","",0.4,0.9,10,"mivi",10,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"South",FALSE,"345-00","loja","14","New 2016",0.7,0.5,10,"mivi",10,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"South",FALSE,"5605-00","loja","27.5","Browsed",0.4,0.1,10,"mivi",10,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"South",FALSE,"626-00","libe",NA,"dead in 2014",NA,NA,10,"mivi",10,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"West",FALSE,"6765","libe",NA,"NF",NA,NA,30,"mivi",10,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"West",FALSE,"6766","acne",NA,"NF",0.8,0.9,30,"mivi",10,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"West",FALSE,"6767","loja",NA,"NF",NA,NA,30,"mivi",10,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"West",FALSE,"6768","loja",NA,"NF",NA,NA,30,"mivi",10,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"West",FALSE,"6769","syor",NA,"NF",0.9,0.8,30,"mivi",10,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"West",FALSE,"6770","loja",NA,"NF",NA,NA,30,"mivi",10,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"West",FALSE,"6771","fram",NA,"NF",NA,NA,30,"mivi",10,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"West",FALSE,"6772","syor",NA,"NF",0.8,0.7,30,"mivi",10,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"West",FALSE,"6773","loja",NA,"NF",NA,NA,30,"mivi",10,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"West",FALSE,"6774","loja",NA,"NF",0.6,0.6,30,"mivi",10,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"West",FALSE,"6775","libe",NA,"NF",NA,NA,30,"mivi",10,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"West",FALSE,"6776","syor",NA,"NF",1,0.6,30,"mivi",10,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"West",FALSE,"6777","syor","45","Tag not found",0.8,0.6,30,"mivi",10,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"West",FALSE,"6778","loja",NA,"NF",NA,NA,30,"mivi",10,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"West",FALSE,"6779","fram",NA,"NF",NA,NA,30,"mivi",10,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"West",FALSE,"6780","fram",NA,"NF",NA,NA,30,"mivi",10,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"West",FALSE,"6781","acne","78","",0.9,0.2,30,"mivi",10,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
"8/9/2016","Paul Guay, Avery Parmiter, Ron Wester",205,"West",FALSE,"6782","libe","45","",0.8,0.1,30,"mivi",10,"None",0,NA,NA,NA,NA,NA,NA,NA,NA
