"Date","Observer.name","Stake","Plot","Fence","Tag","SpCode","Height.cm","Notes","X","Y","perc.leaf","Invasive1","perc.Invasive1","X.1","X.2","X.3","X.4","X.5","Invasive2","perc.Invasive2","Invasive3","perc.Invasive3","Invasive4"
"8/17/2012","Gonzalez, Homan",118,"West",FALSE,"4054","fram",8.1,"",0.39,0.71,95,"mivi",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/17/2012","Gonzalez, Homan",118,"West",FALSE,"4055","fram",12.4,"",0.39,0.8,95,"mivi",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/17/2012","Gonzalez, Homan",118,"West",FALSE,"4056","fram",12.4,"",0.42,0.67,95,"mivi",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/17/2012","Gonzalez, Homan",118,"West",FALSE,"4057","fram",18.4,"",0.55,0.85,95,"mivi",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/17/2012","Gonzalez, Homan",118,"West",FALSE,"4058","fram",24.4,"",0.4,0.07,95,"mivi",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/17/2012","Gonzalez, Homan",118,"West",FALSE,"4059","fram",12.8,"",0.5,0.9,95,"mivi",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/17/2012","Gonzalez, Homan",118,"West",FALSE,"4061","fram",13.4,"",0.81,0.31,95,"mivi",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/17/2012","Gonzalez, Homan",118,"West",FALSE,"4062","fram",13.8,"",0.8,0.4,95,"mivi",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/17/2012","Gonzalez, Homan",118,"West",FALSE,"4063","fram",16.6,"",0.9,0.2,95,"mivi",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/17/2012","Gonzalez, Homan",118,"West",FALSE,"4064","fram",9.8,"",0.75,0.4,95,"mivi",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/17/2012","Gonzalez, Homan",118,"West",FALSE,"4065","fram",NA,"TR, D",NA,NA,95,"mivi",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/17/2012","Gonzalez, Homan",118,"West",FALSE,"4067","fram",8.4,"",0.9,0.9,95,"mivi",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/17/2012","Gonzalez, Homan",118,"West",FALSE,"4069","fram",22,"",0.52,0.78,95,"mivi",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/17/2012","Gonzalez, Homan",118,"West",FALSE,"5602","saal",NA,"TR, D",NA,NA,95,"mivi",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/17/2012","Gonzalez, Homan",118,"West",FALSE,"5603","saal",NA,"TR, D",NA,NA,95,"mivi",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/17/2012","Gonzalez, Homan",118,"West",FALSE,"5605","saal",NA,"TR, D",NA,NA,95,"mivi",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/17/2012","Gonzalez, Homan",118,"West",FALSE,"","vitis",12.4,"New 2012",0.4,1,95,"mivi",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/17/2012","Gonzalez, Homan",118,"West",FALSE,"","fram",11.2,"New 2012",0.4,0.04,95,"mivi",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/17/2012","Gonzalez, Homan",118,"West",FALSE,"","fram",17.2,"New 2012",0.6,0,95,"mivi",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/17/2012","Gonzalez, Homan",118,"West",FALSE,"","fram",10,"New 2012",0.88,0.22,95,"mivi",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/17/2012","Gonzalez, Homan",118,"West",FALSE,"","vitis",8.9,"New 2012",1,0.2,95,"mivi",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/22/2012","Gonzalez, Homan",202,"East",FALSE,"","paqu",2.5,"New 2012",0.8,0.5,70,"pepe, rusp, mivi",20,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/22/2012","Gonzalez, Homan",202,"East",FALSE,"","rusp",144,"New 2012",0.6,0.8,70,"pepe, rusp, mivi",20,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/22/2012","Gonzalez, Homan",202,"East",FALSE,"","libe",25.5,"New 2012",1,0.75,70,"pepe, rusp, mivi",20,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/22/2012","Gonzalez, Homan",202,"East",FALSE,"","rusp",200,"New 2012",0.8,0.3,70,"pepe, rusp, mivi",20,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/22/2012","Gonzalez, Homan",202,"East",FALSE,"","paqu",3,"New 2012",0.8,0.7,70,"pepe, rusp, mivi",20,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/22/2012","Gonzalez, Homan",202,"East",FALSE,"","libe",5.5,"New 2012",0.4,0.8,70,"pepe, rusp, mivi",20,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/22/2012","Gonzalez, Homan",202,"East",FALSE,"","libe",5.5,"New 2012",0.7,0.4,70,"pepe, rusp, mivi",20,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/22/2012","Gonzalez, Homan",202,"East",FALSE,"","paqu",7.5,"New 2012",0.43,0.9,70,"pepe, rusp, mivi",20,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/22/2012","Gonzalez, Homan",202,"East",FALSE,"","fram",8.5,"New 2012",0.15,0.95,70,"pepe, rusp, mivi",20,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/22/2012","Gonzalez, Homan",202,"South",FALSE,"4100-00","fram",13.5,"",0.9,0.2,5,"rusp, mivi",75,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/22/2012","Gonzalez, Homan",202,"South",FALSE,"4104-00","ulru",29,"",0.45,0.12,5,"rusp, mivi",75,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/22/2012","Gonzalez, Homan",202,"South",FALSE,"4168-00","fram",12,"",0.5,0.3,5,"rusp, mivi",75,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/22/2012","Gonzalez, Homan",202,"South",FALSE,"5442-00","fram",NA,"TR, D",NA,NA,5,"rusp, mivi",75,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/22/2012","Gonzalez, Homan",202,"South",FALSE,"5449-00","ruph",NA,"TR, D",NA,NA,5,"rusp, mivi",75,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/22/2012","Gonzalez, Homan",202,"South",FALSE,"","fram",13.3,"2 cotyl. New 2012",0.3,0.9,5,"rusp, mivi",75,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/22/2012","Gonzalez, Homan",202,"South",FALSE,"","rusp",302,"New 2012",0.28,0.7,5,"rusp, mivi",75,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/22/2012","Gonzalez, Homan",202,"South",FALSE,"","rusp",221,"New 2012",0.68,0.9,5,"rusp, mivi",75,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/22/2012","Gonzalez, Homan",202,"South",FALSE,"","fram",13.5,"New 2012",0.7,0.4,5,"rusp, mivi",75,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/22/2012","Gonzalez, Homan",202,"South",FALSE,"","libe",7.5,"New 2012",0.4,0.1,5,"rusp, mivi",75,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/22/2012","Gonzalez, Homan",202,"South",FALSE,"","fram",9.5,"New 2012",0.1,0.8,5,"rusp, mivi",75,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/22/2012","Gonzalez, Homan",202,"West",FALSE,"1000-00","libe",63.5,"same as 721-00 (TR)",0.5,0.5,0,"mivi",90,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/22/2012","Gonzalez, Homan",202,"West",FALSE,"1022-00","fram",28,"",0.3,0.6,0,"mivi",90,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"East",FALSE,"6463","ulru",NA,"TR, D",NA,NA,5,"mivi, ruph, loja",90,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"East",FALSE,"6464","fram",NA,"TR, D",NA,NA,5,"mivi, ruph, loja",90,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"East",FALSE,"6465","fram",NA,"TR, D",NA,NA,5,"mivi, ruph, loja",90,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"East",FALSE,"6466","fram",NA,"TR, D",NA,NA,5,"mivi, ruph, loja",90,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"East",FALSE,"6467","caca",22.6,"",0.4,0.2,5,"mivi, ruph, loja",90,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"East",FALSE,"6468","rusp",NA,"TR, D",NA,NA,5,"mivi, ruph, loja",90,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"East",FALSE,"6469","caca",NA,"TR, D",NA,NA,5,"mivi, ruph, loja",90,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"East",FALSE,"6470","paqu",NA,"TR, D",NA,NA,5,"mivi, ruph, loja",90,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"East",FALSE,"6471","fram",NA,"TR, D",NA,NA,5,"mivi, ruph, loja",90,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"East",FALSE,"6472","tora",18,"",0.1,0.2,5,"mivi, ruph, loja",90,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"East",FALSE,"6473","fram",NA,"TR, D",NA,NA,5,"mivi, ruph, loja",90,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"East",FALSE,"6474","tora",NA,"TR, D",NA,NA,5,"mivi, ruph, loja",90,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"East",FALSE,"6475","ulru",28.5,"",0.1,0.7,5,"mivi, ruph, loja",90,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"East",FALSE,"6476","fram",NA,"TR, D",NA,NA,5,"mivi, ruph, loja",90,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"East",FALSE,"6477","tora",26,"",0.3,0.75,5,"mivi, ruph, loja",90,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"East",FALSE,"6478","fram",14.2,"",0.35,0.7,5,"mivi, ruph, loja",90,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"East",FALSE,"6479","loja",NA,"TR, D",NA,NA,5,"mivi, ruph, loja",90,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"East",FALSE,"6480","fram",NA,"TR, D",NA,NA,5,"mivi, ruph, loja",90,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"East",FALSE,"6481","loja",92,"",0.2,1,5,"mivi, ruph, loja",90,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"East",FALSE,"6482","caca",46,"",0.4,1,5,"mivi, ruph, loja",90,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"East",FALSE,"6484","caca",12.5,"",0.5,0.7,5,"mivi, ruph, loja",90,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"East",FALSE,"6485","caca",NA,"TR, D",NA,NA,5,"mivi, ruph, loja",90,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"East",FALSE,"6486","fram",NA,"TR, D",NA,NA,5,"mivi, ruph, loja",90,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"East",FALSE,"","fram",10.5,"New 2012",0.28,0.52,5,"mivi, ruph, loja",90,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"East",FALSE,"","ruph",45,"New 2012",0.3,0.12,5,"mivi, ruph, loja",90,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"East",FALSE,"","ulru",29.5,"New 2012",0.6,0.1,5,"mivi, ruph, loja",90,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"East",FALSE,"","loja",185,"New 2012",0.7,0.5,5,"mivi, ruph, loja",90,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"East",FALSE,"","loja",15.7,"New 2012",0.5,0.8,5,"mivi, ruph, loja",90,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"East",FALSE,"","loja",23,"New 2012",0.7,0.9,5,"mivi, ruph, loja",90,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"East",FALSE,"","paqu",13,"New 2012",0.8,0.98,5,"mivi, ruph, loja",90,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"East",FALSE,"","ulru",49,"New 2012",1,1,5,"mivi, ruph, loja",90,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"East",FALSE,"","ruph",106,"New 2012",0.85,0.6,5,"mivi, ruph, loja",90,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"South",FALSE,"5902","tora",31,"",0.7,0.68,40,"ruph, beth, mivi, loja",10,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"South",FALSE,"5903","ruph",152,"",0.78,0.7,40,"ruph, beth, mivi, loja",10,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"South",FALSE,"5904","ulru",35.5,"",0.2,0.2,40,"ruph, beth, mivi, loja",10,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"South",FALSE,"5905","fram",10.2,"",0.3,0.35,40,"ruph, beth, mivi, loja",10,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"South",FALSE,"5906","paqu",11.5,"",0,0.25,40,"ruph, beth, mivi, loja",10,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"South",FALSE,"5907","loja",37.5,"",0.55,0.2,40,"ruph, beth, mivi, loja",10,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"South",FALSE,"5909","fram",16.8,"",0.6,0.35,40,"ruph, beth, mivi, loja",10,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"South",FALSE,"5910","fram",6,"",0.6,0.35,40,"ruph, beth, mivi, loja",10,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"South",FALSE,"5912","fram",9.2,"",0.78,0.5,40,"ruph, beth, mivi, loja",10,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"South",FALSE,"5913","libe",36.5,"",0.7,0.35,40,"ruph, beth, mivi, loja",10,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"South",FALSE,"5914","fram",6,"",0.6,0.35,40,"ruph, beth, mivi, loja",10,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"South",FALSE,"5915","fram",NA,"TR, D",NA,NA,40,"ruph, beth, mivi, loja",10,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"South",FALSE,"5917","fram",NA,"TR, D",NA,NA,40,"ruph, beth, mivi, loja",10,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"South",FALSE,"5918","fram",NA,"TR, D",NA,NA,40,"ruph, beth, mivi, loja",10,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"South",FALSE,"5919","tora",23.5,"",0.85,0.35,40,"ruph, beth, mivi, loja",10,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"South",FALSE,"5921","fram",20,"",0.8,0.2,40,"ruph, beth, mivi, loja",10,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"South",FALSE,"5922","caca",29,"",0.9,0.02,40,"ruph, beth, mivi, loja",10,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"South",FALSE,"5925","fram",10,"",0.3,0.98,40,"ruph, beth, mivi, loja",10,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"South",FALSE,"5926","tora",NA,"TR, D",NA,NA,40,"ruph, beth, mivi, loja",10,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"South",FALSE,"6488","loja",NA,"TR, D",NA,NA,40,"ruph, beth, mivi, loja",10,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"South",FALSE,"6489","fram",NA,"TR, D",NA,NA,40,"ruph, beth, mivi, loja",10,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"South",FALSE,"6490","loja",30,"TR",0.35,0.9,40,"ruph, beth, mivi, loja",10,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"South",FALSE,"6491","loja",NA,"TR, D",NA,NA,40,"ruph, beth, mivi, loja",10,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"South",FALSE,"6492","caca",31,"",0.52,0.99,40,"ruph, beth, mivi, loja",10,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"South",FALSE,"6493","fram",NA,"TR, D",NA,NA,40,"ruph, beth, mivi, loja",10,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"South",FALSE,"6494","ulru",40.5,"",0.45,0.7,40,"ruph, beth, mivi, loja",10,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"South",FALSE,"6495","tora",21,"",NA,NA,40,"ruph, beth, mivi, loja",10,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"South",FALSE,"6498","caca",NA,"TR, D",NA,NA,40,"ruph, beth, mivi, loja",10,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"South",FALSE,"6499","caco",17.1,"",0.8,0.95,40,"ruph, beth, mivi, loja",10,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"South",FALSE,"","ruph",234,"New 2012",0.25,0,40,"ruph, beth, mivi, loja",10,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"South",FALSE,"","fram",14,"New 2012",0.45,0.5,40,"ruph, beth, mivi, loja",10,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"South",FALSE,"","caca",18.2,"New 2012",0.62,0.38,40,"ruph, beth, mivi, loja",10,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"South",FALSE,"","caca",21.5,"New 2012",0.72,0.95,40,"ruph, beth, mivi, loja",10,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"South",FALSE,"","ceoc",14.5,"New 2012",0.5,0.95,40,"ruph, beth, mivi, loja",10,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8/30/2012","Gonzalez, Homan",208,"South",FALSE,"","fram",13,"New 2012",0.45,0.97,40,"ruph, beth, mivi, loja",10,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
