Census date,Observer Name,Stake,Plot,%L ,%Invas,InvSp,PlotInfo.PlotID,Note,Fence,Tag,2010 Tag,SpCode,Height.cm,#leaves,Notes,,,
7/25/2011,"Jenny, Caroline",118,West,5,<5,"mivi, alpe",0118West,,FALSE,4057,,fram,12,4,,,,
7/25/2011,"Jenny, Caroline",118,West,5,<5,"mivi, alpe",0118West,,FALSE,4058,,fram,23.5,4,,,,
7/25/2011,"Jenny, Caroline",118,West,5,<5,"mivi, alpe",0118West,,FALSE,4059,,fram,14,6,,,,
7/25/2011,"Jenny, Caroline",118,West,5,<5,"mivi, alpe",0118West,,FALSE,4060,,fram,10.5,5,,,,
7/25/2011,"Jenny, Caroline",118,West,5,<5,"mivi, alpe",0118West,,FALSE,4061,,fram,11.5,4,,,,
7/25/2011,"Jenny, Caroline",118,West,5,<5,"mivi, alpe",0118West,,FALSE,4062,,fram,13,4,,,,
7/25/2011,"Jenny, Caroline",118,West,5,<5,"mivi, alpe",0118West,,FALSE,4063,,fram,12,4,,,,
7/25/2011,"Jenny, Caroline",118,West,5,<5,"mivi, alpe",0118West,,FALSE,4064,,fram,7.5,4,,,,
7/25/2011,"Jenny, Caroline",118,West,5,<5,"mivi, alpe",0118West,,FALSE,4065,,fram,12.5,2,,,,
7/25/2011,"Jenny, Caroline",118,West,5,<5,"mivi, alpe",0118West,,FALSE,4067,,fram,7,2,,,,
7/25/2011,"Jenny, Caroline",118,West,5,<5,"mivi, alpe",0118West,,FALSE,4069,,fram,11.5,5,,,,
7/25/2011,"Jenny, Caroline",118,West,5,<5,"mivi, alpe",0118West,,FALSE,5601,,saal,17,3,,,,
7/25/2011,"Jenny, Caroline",118,West,5,<5,"mivi, alpe",0118West,,FALSE,5603,,saal,21.5,11,,,,
7/25/2011,"Jenny, Caroline",118,West,5,<5,"mivi, alpe",0118West,,FALSE,5605,,saal,19.5,8,,,,
7/25/2011,"Jenny, Caroline",118,West,5,<5,"mivi, alpe",0118West,,FALSE,blank-2011,,paqu,4,1,,,,
7/25/2011,"Jenny, Caroline",118,West,5,<5,"mivi, alpe",0118West,,FALSE,blank-2011,,vitis,8,4,2 cotyl,,,
7/25/2011,"Alex, Mike",125,East,50,5,mivi,0125East,,FALSE,blank-2011,,litu,8,3,2 cotyl,,,
7/25/2011,"Jenny, Caroline",125,South,50,10,mivi,0125South,,FALSE,blank-2011,,vitis,1.5,2,2 cotyl,,,
7/25/2011,"Mike, Alex",202,East,15,5,mivi,0202East,,FALSE,5408-00,,fram,22,5,new tag-data sheet missing 2010,,,
7/25/2011,"Mike, Alex",202,East,15,5,mivi,0202East,,FALSE,5425-00,,fram,10,4,new tag-data sheet missing 2010,,,
7/25/2011,"Mike, Alex",202,East,15,5,mivi,0202East,,FALSE,blank-2011,,paqu,7,4,,,,
7/25/2011,"Mike, Alex",202,East,15,5,mivi,0202East,,FALSE,blank-2011,,paqu,6,7,,,,
7/25/2011,"Mike, Alex",202,East,15,5,mivi,0202East,,FALSE,blank-2011,,ruph,270,50,,,,
7/25/2011,"Mike, Alex",202,South,70,5,mivi,0202South,,FALSE,4100-00,,fram,14,6,new tag-data sheet missing 2010,,,
7/25/2011,"Mike, Alex",202,South,70,5,mivi,0202South,,FALSE,4104-00,,ulru,24,12,new tag-data sheet missing 2010,,,
7/25/2011,"Mike, Alex",202,South,70,5,mivi,0202South,,FALSE,4168-00,,fram,17,7,new tag-data sheet missing 2010,,,
7/25/2011,"Mike, Alex",202,South,70,5,mivi,0202South,,FALSE,5426-00,,ruph,330,50,new tag-data sheet missing 2010,,,
7/25/2011,"Mike, Alex",202,South,70,5,mivi,0202South,,FALSE,5442-00,,fram,14,2,new tag-data sheet missing 2010,,,
7/25/2011,"Mike, Alex",202,South,70,5,mivi,0202South,,FALSE,5449-00,,ruph,161,50,new tag-data sheet missing 2010,,,
7/25/2011,"Mike, Alex",202,South,70,5,mivi,0202South,,FALSE,blank-2011,,fram,9,5,,,,
7/25/2011,"Mike, Alex",202,South,70,5,mivi,0202South,,FALSE,blank-2011,,fram,5,4,,,,
7/25/2011,"Mike, Alex",202,South,70,5,mivi,0202South,,FALSE,blank-2011,,paqu,1,4,,,,
7/25/2011,"Jenny, Caroline",202,West,95,95,mivi,0202West,,FALSE,1000-00,,libe,35,19,new tag-data sheet missing 2010,,,
7/25/2011,"Jenny, Caroline",202,West,95,95,mivi,0202West,,FALSE,1022-00,,fram,20,7,new ta-data sheet missing 2010,,,
7/25/2011,"Jenny, Caroline",202,West,95,95,mivi,0202West,,FALSE,1187-00,,libe,12,6,new tag-data sheet missing 2010,,,
7/25/2011,"Jenny, Caroline",202,West,95,95,mivi,0202West,,FALSE,1188-00,,fram,10,3,1 cotyl,,,
7/25/2011,"Jenny, Caroline",202,West,95,95,mivi,0202West,,FALSE,721-00,,libe,57,46,new tag-data sheet missing 2010,,,
7/25/2011,"Jenny, Caroline",202,West,95,95,mivi,0202West,,FALSE,blank-2011,,fram,3,1,,,,
7/25/2011,"Jenny, Caroline",202,West,95,95,mivi,0202West,,FALSE,blank-2011,,fram,5,3,,,,
7/25/2011,"Jenny, Caroline",202,West,95,95,mivi,0202West,,FALSE,blank-2011,,fram,6.5,4,1 cotyl,,,
7/25/2011,"Jenny, Caroline",202,West,95,95,mivi,0202West,,FALSE,blank-2011,,fram,5,3,1 cotyl,,,
7/25/2011,"Jenny, Caroline",202,West,95,95,mivi,0202West,,FALSE,blank-2011,,paqu,3,3,,,,
7/14/2011,"Tre, Mike",205,East,30,15,alpe,0205East,,FALSE,6723,,syor,22,12,,,,
7/14/2011,"Tre, Mike",205,East,30,15,alpe,0205East,,FALSE,6724,,syor,19.5,36,,,,
7/14/2011,"Tre, Mike",205,East,30,15,alpe,0205East,,FALSE,6734,,loja,44,18,,,,
7/14/2011,"Tre, Mike",205,East,30,15,alpe,0205East,,FALSE,6738,,tora,28,3,,,,
7/14/2011,"Tre, Mike",205,East,30,15,alpe,0205East,,FALSE,6739,,tora,15,4,,,,
7/14/2011,"Tre, Mike",205,East,30,15,alpe,0205East,,FALSE,6745,,caco,15.5,2,,,,
7/14/2011,"Tre, Mike",205,East,30,15,alpe,0205East,,FALSE,6625-00,,loja,31,10,new tag-individual,,,
7/14/2011,"Tre, Mike",205,East,30,15,alpe,0205East,,FALSE,6652-00,,loja,134,34,new tag-individual,,,
7/14/2011,"Tre, Mike",205,East,30,15,alpe,0205East,,FALSE,6680-00,,prse,14,8,new tag-individual,,,
7/14/2011,"Tre, Mike",205,East,30,15,alpe,0205East,,FALSE,blank-2011,,fram,5.5,2,,,,
7/14/2011,"Tre, Mike",205,East,30,15,alpe,0205East,,FALSE,blank-2011,,fram,8,2,,,,
7/14/2011,"Tre, Mike",205,East,30,15,alpe,0205East,,FALSE,blank-2011,,loja,30,30,,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,6758,,romu,32,5,,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,6759,,libe,13,3,,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,1601-00,,libe,10,2,new tag-was 6944 in 2010,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,1610-00,,libe,13,3,new tag-individual,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,1611-00,,libe,11,1,new tag-was 6753 in 2010,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,1615-00,,libe,11,1,new tag-was 6756 in 2010,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,1616-00,,libe,10,2,new tag-was 6757 in 2010,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,1626-00,,libe,10,6,new tag-individual,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,626-00,,libe,10,2,new tag-was 6755 in 2010,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,blank-2011,,fram,7,2,,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,blank-2011,,libe,8,2,,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,blank-2011,,libe,9.5,4,,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,blank-2011,,libe,8,3,,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,blank-2011,,libe,8,4,,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,blank-2011,,libe,4,3,,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,blank-2011,,libe,7,1,,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,blank-2011,,libe,6,4,,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,blank-2011,,libe,5.5,3,,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,blank-2011,,libe,4.5,4,,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,blank-2011,,libe,4.5,3,,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,blank-2011,,libe,5.5,3,,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,blank-2011,,libe,7,2,,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,blank-2011,,libe,7,2,,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,blank-2011,,libe,6,2,,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,blank-2011,,libe,7,2,,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,blank-2011,,libe,8,3,,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,blank-2011,,libe,8.5,1,,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,blank-2011,,libe,7.5,2,,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,blank-2011,,libe,9,3,,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,blank-2011,,libe,6,2,,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,blank-2011,,libe,9,2,,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,blank-2011,,libe,7,4,,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,blank-2011,,libe,8.5,2,,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,blank-2011,,libe,9,2,,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,blank-2011,,libe,6.5,1,,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,blank-2011,,libe,9.5,3,,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,blank-2011,,libe,9,4,,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,blank-2011,,libe,7,2,,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,blank-2011,,libe,7,3,,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,blank-2011,,libe,7,2,,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,blank-2011,,libe,7,3,,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,blank-2011,,libe,6,2,,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,blank-2011,,libe,9.5,1,,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,blank-2011,,litu,4,3,1 cotyl,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,blank-2011,,litu,4,3,1 cotyl,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,blank-2011,,litu,4,3,2 cotyl,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,blank-2011,,litu,2.5,2,2 cotyl,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,blank-2011,,litu,3,2,2 cotyl,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,blank-2011,,litu,4,3,2 cotyl,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,blank-2011,,paqu,6,4,,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,blank-2011,,paqu,2,2,,,,
7/14/2011,"Jenny,Alex",205,South,15,<5,"mivi, alpe",0205South,,FALSE,blank-2011,,vitis,1,3,2 cotyl,,,
7/14/2011,"Tre, Mike",205,West,90,40,,0205West,,FALSE,6769,,syor,17,21,,,,
7/14/2011,"Tre, Mike",205,West,90,40,,0205West,,FALSE,6771,,fram,8,4,,,,
7/14/2011,"Tre, Mike",205,West,90,40,,0205West,,FALSE,6775,,libe,10,,,,,
7/14/2011,"Tre, Mike",205,West,90,40,,0205West,,FALSE,6776,,syor,40,50,,,,
7/14/2011,"Tre, Mike",205,West,90,40,,0205West,,FALSE,6778,,loja,72,50,,,,
7/14/2011,"Tre, Mike",205,West,90,40,,0205West,,FALSE,6782,,libe,66,22,,,,
7/14/2011,"Tre, Mike",205,West,90,40,,0205West,,FALSE,6798,,tora,68,6,,,,
7/14/2011,"Tre, Mike",205,West,90,40,,0205West,,FALSE,6800,,acne,35,4,,,,
7/14/2011,"Tre, Mike",205,West,90,40,,0205West,,FALSE,6807,,tora,38,3,,,,
7/14/2011,"Tre, Mike",205,West,90,40,,0205West,,FALSE,6813,,syor,46,45,,,,
7/14/2011,"Tre, Mike",205,West,90,40,,0205West,,FALSE,6819,,syor,39,50,,,,
7/14/2011,"Tre, Mike",205,West,90,40,,0205West,,FALSE,6822,,syor,50,50,,,,
7/14/2011,"Tre, Mike",205,West,90,40,,0205West,,FALSE,6828,,syor,42,50,,,,
7/14/2011,"Tre, Mike",205,West,90,40,,0205West,,FALSE,6832,,loja,40,50,,,,
7/14/2011,"Tre, Mike",205,West,90,40,,0205West,,FALSE,6832,,loja,50,10,,,,
7/14/2011,"Tre, Mike",205,West,90,40,,0205West,,FALSE,6835,,fram,4,2,1 cotyl,,,
7/14/2011,"Tre, Mike",205,West,90,40,,0205West,,FALSE,6840,,paqu,24,1,,,,
7/14/2011,"Tre, Mike",205,West,90,40,,0205West,,FALSE,6698-00,,acne,20,6,new tag-was 6803 in 2010,,,
7/14/2011,"Tre, Mike",205,West,90,40,,0205West,,FALSE,blank-2011,,litu,6,2,,,,
7/25/2011,"Jenny, Caroline",217,East,5,5,alpe,0217East,,FALSE,2199,,fram,19,6,,,,
7/25/2011,"Jenny, Caroline",217,East,5,5,alpe,0217East,,FALSE,2200,,fram,12.5,1,,,,
7/25/2011,"Jenny, Caroline",217,East,5,5,alpe,0217East,,FALSE,blank-2011,,ceca,9,4,,,,
7/25/2011,"Jenny, Caroline",217,East,5,5,alpe,0217East,,FALSE,blank-2011,,ceca,5,3,,,,
7/25/2011,"Jenny, Caroline",217,East,5,5,alpe,0217East,,FALSE,blank-2011,,litu,3.5,2,2 cotyl,,,
7/25/2011,"Jenny, Caroline",217,East,5,5,alpe,0217East,,FALSE,blank-2011,,litu,3.5,2,2 cotyl,,,
7/25/2011,"Jenny, Caroline",217,East,5,5,alpe,0217East,,FALSE,blank-2011,,litu,4,3,2 cotyl,,,
7/25/2011,"Jenny, Caroline",217,East,5,5,alpe,0217East,,FALSE,blank-2011,,litu,3,3,2 cotyl,,,
7/25/2011,"Jenny, Caroline",217,East,5,5,alpe,0217East,,FALSE,blank-2011,,litu,4.5,3,2 cotyl,,,
7/25/2011,"Jenny, Caroline",217,East,5,5,alpe,0217East,,FALSE,blank-2011,,paqu,3.5,2,,,,
7/25/2011,"Jenny, Caroline",217,East,5,5,alpe,0217East,,FALSE,blank-2011,,vitis,5,1,,,,
7/25/2011,"Jenny, Caroline",217,East,5,5,alpe,0217East,,FALSE,blank-2011,,vitis,9,3,,,,
7/25/2011,"Jenny, Caroline",217,East,5,5,alpe,0217East,,FALSE,blank-2011,,vitis,4,2,,,,
7/25/2011,"Jenny, Caroline",217,East,5,5,alpe,0217East,,FALSE,blank-2011,,vitis,4.5,2,,,,
7/25/2011,"Jenny, Caroline",217,East,5,5,alpe,0217East,,FALSE,blank-2011,,vitis,5,3,,,,
7/25/2011,"Jenny, Caroline",217,East,5,5,alpe,0217East,,FALSE,blank-2011,,vitis,6,2,,,,
7/25/2011,"Jenny, Caroline",217,East,5,5,alpe,0217East,,FALSE,blank-2011,,vitis,5,2,2 cotyl,,,
7/25/2011,"Jenny, Caroline",217,East,5,5,alpe,0217East,,FALSE,blank-2011,,vitis,3.5,1,2 cotyl,,,
7/25/2011,"Jenny, Caroline",217,East,5,5,alpe,0217East,,FALSE,blank-2011,,vitis,5,2,2 cotyl,,,
7/25/2011,"Mike, Alex",217,South,5,0,,0217South,,FALSE,4006,,fram,8,4,,,,
7/25/2011,"Mike, Alex",217,South,5,0,,0217South,,FALSE,4007,,caca,4.5,3,,,,
7/25/2011,"Mike, Alex",217,South,5,0,,0217South,,FALSE,4008,,fram,11,6,,,,
7/25/2011,"Mike, Alex",217,South,5,0,,0217South,,FALSE,4009,,fram,9,2,,,,
7/25/2011,"Mike, Alex",217,South,5,0,,0217South,,FALSE,4010,,fram,10.5,4,,,,
7/25/2011,"Mike, Alex",217,South,5,0,,0217South,,FALSE,4011,,fram,13.5,4,,,,
7/25/2011,"Mike, Alex",217,South,5,0,,0217South,,FALSE,4012,,fram,190.5,8,,,,
7/25/2011,"Mike, Alex",217,South,5,0,,0217South,,FALSE,4014,,fram,19,2,,,,
7/25/2011,"Mike, Alex",217,South,5,0,,0217South,,FALSE,4015,,ceoc,10.5,6,,,,
7/25/2011,"Mike, Alex",217,South,5,0,,0217South,,FALSE,4018,,caca,8,2,,,,
7/25/2011,"Mike, Alex",217,South,5,0,,0217South,,FALSE,6945-00,,fram,11,2,new tag-was 4013 in 2010,,,
7/25/2011,"Mike, Alex",217,South,5,0,,0217South,,FALSE,6947-00,,fram,11,5,new tag-was 4016 in 2010,,,
7/25/2011,"Mike, Alex",217,South,5,0,,0217South,,FALSE,blank-2011,,fram,5.5,2,,,,
7/25/2011,"Mike, Alex",217,South,5,0,,0217South,,FALSE,blank-2011,,fram,9.5,3,,,,
7/25/2011,"Mike, Alex",217,South,5,0,,0217South,,FALSE,blank-2011,,litu,2.5,3,1 cotyl,,,
7/25/2011,"Mike, Alex",217,South,5,0,,0217South,,FALSE,blank-2011,,litu,4,2,2 cotyl,,,
7/25/2011,"Mike, Alex",217,South,5,0,,0217South,,FALSE,blank-2011,,litu,5,1,2 cotyl,,,
7/25/2011,"Mike, Alex",217,South,5,0,,0217South,,FALSE,blank-2011,,litu,4,3,2 cotyl,,,
7/25/2011,"Mike, Alex",217,South,5,0,,0217South,,FALSE,blank-2011,,litu,4,3,2 cotyl,,,
7/25/2011,"Mike, Alex",217,South,5,0,,0217South,,FALSE,blank-2011,,litu,4,3,2 cotyl,,,
7/25/2011,"Mike, Alex",217,South,5,0,,0217South,,FALSE,blank-2011,,paqu,5,1,,,,
7/25/2011,"Mike, Alex",217,South,5,0,,0217South,,FALSE,blank-2011,,paqu,1,1,,,,
7/25/2011,"Mike, Alex",217,South,5,0,,0217South,,FALSE,blank-2011,,paqu,0.5,2,,,,
7/25/2011,"Mike, Alex",217,South,5,0,,0217South,,FALSE,blank-2011,,vitis,4,2,,,,
7/25/2011,"Mike, Alex",217,South,5,0,,0217South,,FALSE,blank-2011,,vitis,5.2,2,2 cotyl,,,
7/25/2011,"Jenny, Caroline",217,West,10,5,"alpe, mivi",0217West,,FALSE,4019,,fram,14,4,,,,
7/25/2011,"Jenny, Caroline",217,West,10,5,"alpe, mivi",0217West,,FALSE,4020,,ceca,5.5,4,,,,
7/25/2011,"Jenny, Caroline",217,West,10,5,"alpe, mivi",0217West,,FALSE,4021,,fram,5,2,,,,
7/25/2011,"Jenny, Caroline",217,West,10,5,"alpe, mivi",0217West,,FALSE,4024,,caca,16.5,18,,,,
7/25/2011,"Jenny, Caroline",217,West,10,5,"alpe, mivi",0217West,,FALSE,4025,,fram,11.5,2,,,,
7/25/2011,"Jenny, Caroline",217,West,10,5,"alpe, mivi",0217West,,FALSE,4027,,fram,9,4,,,,
7/25/2011,"Jenny, Caroline",217,West,10,5,"alpe, mivi",0217West,,FALSE,4028,,fram,14,4,,,,
7/25/2011,"Jenny, Caroline",217,West,10,5,"alpe, mivi",0217West,,FALSE,3839-00,,fram,13,4,new tag-individual,,,
7/25/2011,"Jenny, Caroline",217,West,10,5,"alpe, mivi",0217West,,FALSE,3890-00,,vitis,10,4,new tag-individual,,,
7/25/2011,"Jenny, Caroline",217,West,10,5,"alpe, mivi",0217West,,FALSE,blank-2011,,aial,6.5,3,2 cotyl,,,
7/25/2011,"Jenny, Caroline",217,West,10,5,"alpe, mivi",0217West,,FALSE,blank-2011,,litu,4,3,,,,
7/25/2011,"Jenny, Caroline",217,West,10,5,"alpe, mivi",0217West,,FALSE,blank-2011,,litu,5.5,2,1 cotyl,,,
7/25/2011,"Jenny, Caroline",217,West,10,5,"alpe, mivi",0217West,,FALSE,blank-2011,,litu,3.5,3,1 cotyl,,,
7/25/2011,"Jenny, Caroline",217,West,10,5,"alpe, mivi",0217West,,FALSE,blank-2011,,litu,4.5,2,1 cotyl,,,
7/25/2011,"Jenny, Caroline",217,West,10,5,"alpe, mivi",0217West,,FALSE,blank-2011,,litu,5,3,1 cotyl,,,
7/25/2011,"Jenny, Caroline",217,West,10,5,"alpe, mivi",0217West,,FALSE,blank-2011,,litu,6,2,1 cotyl,,,
7/25/2011,"Jenny, Caroline",217,West,10,5,"alpe, mivi",0217West,,FALSE,blank-2011,,litu,3,3,1 cotyl,,,
7/25/2011,"Jenny, Caroline",217,West,10,5,"alpe, mivi",0217West,,FALSE,blank-2011,,litu,4,3,,,,
7/25/2011,"Jenny, Caroline",217,West,10,5,"alpe, mivi",0217West,,FALSE,blank-2011,,litu,4.5,3,2 cotyl,,,
7/25/2011,"Jenny, Caroline",217,West,10,5,"alpe, mivi",0217West,,FALSE,blank-2011,,litu,2,3,2 cotyl,,,
7/25/2011,"Jenny, Caroline",217,West,10,5,"alpe, mivi",0217West,,FALSE,blank-2011,,litu,3.5,3,2 cotyl,,,
7/25/2011,"Jenny, Caroline",217,West,10,5,"alpe, mivi",0217West,,FALSE,blank-2011,,litu,3,3,2 cotyl,,,
7/25/2011,"Jenny, Caroline",217,West,10,5,"alpe, mivi",0217West,,FALSE,blank-2011,,litu,2.5,3,2 cotyl,,,
7/25/2011,"Jenny, Caroline",217,West,10,5,"alpe, mivi",0217West,,FALSE,blank-2011,,litu,4.5,3,2 cotyl,,,
7/25/2011,"Jenny, Caroline",217,West,10,5,"alpe, mivi",0217West,,FALSE,blank-2011,,litu,4.5,3,2 cotyl,,,
7/25/2011,"Jenny, Caroline",217,West,10,5,"alpe, mivi",0217West,,FALSE,blank-2011,,litu,7.5,2,2 cotyl,,,
7/25/2011,"Jenny, Caroline",217,West,10,5,"alpe, mivi",0217West,,FALSE,blank-2011,,litu,2,2,2 cotyl,,,
7/25/2011,"Jenny, Caroline",217,West,10,5,"alpe, mivi",0217West,,FALSE,blank-2011,,litu,3,3,2 cotyl,,,
