Census date,Observer Name,Stake,Plot,L (%),I  (%),InvSp,PlotInfo.PlotID,Note,Fence,Tag,SpCode,Height.cm,#leaves,Notes
9/20/2010,"Hu Jing,  Xiaoli",118,West,92,<1,"mivi,alpe",0118W,,FALSE,4066,vitis,10,3,
9/20/2010,"Hu Jing,  Xiaoli",118,West,92,<1,"mivi,alpe",0118W,,FALSE,4067,fram,4.5,3,
9/20/2010,"Hu Jing,  Xiaoli",118,West,92,<1,"mivi,alpe",0118W,,FALSE,4068,ceca,8,4,
9/20/2010,"Hu Jing,  Xiaoli",118,West,92,<1,"mivi,alpe",0118W,,FALSE,4069,fram,5.5,2,
9/20/2010,"Hu Jing,  Xiaoli",118,West,92,<1,"mivi,alpe",0118W,,FALSE,5601,saal,24.5,1,
9/20/2010,"Hu Jing,  Xiaoli",118,West,92,<1,"mivi,alpe",0118W,,FALSE,5602,saal,24,4,
9/20/2010,"Hu Jing,  Xiaoli",118,West,92,<1,"mivi,alpe",0118W,,FALSE,5603,saal,24.5,9,
9/20/2010,"Hu Jing,  Xiaoli",118,West,92,<1,"mivi,alpe",0118W,,FALSE,5604,saal,21,1,
9/20/2010,"Hu Jing,  Xiaoli",118,West,92,<1,"mivi,alpe",0118W,,FALSE,5605,saal,25.5,2,
9/20/2010,"Hu Jing,  Xiaoli",125,South,5,70,mivi,0125S,,FALSE,4070,libe,8,3,
9/24/2010,"XL, ZL, NILS",205,East,35,2,loja,0205E,,FALSE,5995,ceoc,65,4,
9/24/2010,"XL, ZL, NILS",205,East,35,2,loja,0205E,,FALSE,5996,libe,4.5,1,
9/24/2010,"XL, ZL, NILS",205,East,35,2,loja,0205E,,FALSE,6721,libe,7,2,
9/24/2010,"XL, ZL, NILS",205,East,35,2,loja,0205E,,FALSE,6722,fram,5.5,2,
9/24/2010,"XL, ZL, NILS",205,East,35,2,loja,0205E,,FALSE,6723,syor,25,26,
9/24/2010,"XL, ZL, NILS",205,East,35,2,loja,0205E,,FALSE,6724,syor,15,14,
9/24/2010,"XL, ZL, NILS",205,East,35,2,loja,0205E,,FALSE,6725,fram,6,2,
9/24/2010,"XL, ZL, NILS",205,East,35,2,loja,0205E,,FALSE,6726,fram,3,3,
9/24/2010,"XL, ZL, NILS",205,East,35,2,loja,0205E,,FALSE,6727,tora,6.5,4,
9/24/2010,"XL, ZL, NILS",205,East,35,2,loja,0205E,,FALSE,6728,syor,8,6,
9/24/2010,"XL, ZL, NILS",205,East,35,2,loja,0205E,,FALSE,6729,fram,6,4,
9/24/2010,"XL, ZL, NILS",205,East,35,2,loja,0205E,,FALSE,6730,fram,5,5,
9/24/2010,"XL, ZL, NILS",205,East,35,2,loja,0205E,,FALSE,6731,ceoc,13,5,
9/24/2010,"XL, ZL, NILS",205,East,35,2,loja,0205E,,FALSE,6732,fram,3.5,2,
9/24/2010,"XL, ZL, NILS",205,East,35,2,loja,0205E,,FALSE,6733,libe,4,4,
9/24/2010,"XL, ZL, NILS",205,East,35,2,loja,0205E,,FALSE,6734,loja,46,>50,
9/24/2010,"XL, ZL, NILS",205,East,35,2,loja,0205E,,FALSE,6735,syor,18,14,
9/24/2010,"XL, ZL, NILS",205,East,35,2,loja,0205E,,FALSE,6736,fram,6,1,
9/24/2010,"XL, ZL, NILS",205,East,35,2,loja,0205E,,FALSE,6737,fram,6,3,
9/24/2010,"XL, ZL, NILS",205,East,35,2,loja,0205E,,FALSE,6738,tora,29,2,
9/24/2010,"XL, ZL, NILS",205,East,35,2,loja,0205E,,FALSE,6739,tora,8,2,
9/24/2010,"XL, ZL, NILS",205,East,35,2,loja,0205E,,FALSE,6740,fram,7,4,
9/24/2010,"XL, ZL, NILS",205,East,35,2,loja,0205E,,FALSE,6742,tora,3.5,1,
9/24/2010,"XL, ZL, NILS",205,East,35,2,loja,0205E,,FALSE,6743,tora,6.5,1,
9/24/2010,"XL, ZL, NILS",205,East,35,2,loja,0205E,,FALSE,6744,libe,7,4,
9/24/2010,"XL, ZL, NILS",205,East,35,2,loja,0205E,,FALSE,6745,caco,11,3,
9/24/2010,"XL, ZL, NILS",205,East,35,2,loja,0205E,,FALSE,6746,libe,9,1,
9/24/2010,"XL, ZL, NILS",205,East,35,2,loja,0205E,,FALSE,6747,libe,6,3,
9/24/2010,"XL, ZL, NILS",205,East,35,2,loja,0205E,,FALSE,6748,tora,12,2,
9/24/2010,"XL, ZL, NILS",205,East,35,2,loja,0205E,,FALSE,6749,beth,5,4,
9/24/2010,"XL, ZL, NILS",205,East,35,2,loja,0205E,,FALSE,6750,loja,28,16,
9/24/2010,"XL, ZL, NILS",205,East,35,2,loja,0205E,,FALSE,6751,loja,7.5,9,
9/24/2010,"XL, JENNY",205,South,95,1,mivi,0205S,,FALSE,6752,ceoc,22,5,
9/24/2010,"XL, JENNY",205,South,95,1,mivi,0205S,,FALSE,6754,libe,12,1,
9/24/2010,"XL, JENNY",205,South,95,1,mivi,0205S,,FALSE,6758,romu,128,9,
9/24/2010,"XL, JENNY",205,South,95,1,mivi,0205S,,FALSE,6759,libe,13,2,
9/24/2010,"XL, JENNY",205,South,95,1,mivi,0205S,,FALSE,6760,loja,40,15,
9/24/2010,"XL, JENNY",205,South,95,1,mivi,0205S,,FALSE,6761,libe,7,2,
9/24/2010,"XL, JENNY",205,South,95,1,mivi,0205S,,FALSE,6762,libe,9,4,
9/24/2010,"XL, JENNY",205,South,95,1,mivi,0205S,,FALSE,6763,libe,7,3,
9/24/2010,"XL, JENNY",205,South,95,1,mivi,0205S,,FALSE,6764,libe,7.5,1,
9/24/2010,"XL, JENNY",205,South,95,1,mivi,0205S,,FALSE,6945,paqu,7,1,
9/24/2010,"XL, JENNY",205,South,95,1,mivi,0205S,,FALSE,6946,libe,8,2,
9/24/2010,"XL, JENNY",205,South,95,1,mivi,0205S,,FALSE,6947,libe,10,1,
9/24/2010,"XL, JENNY",205,South,95,1,mivi,0205S,,FALSE,1601-00,libe,9,1,changed from 6944 in 2010
9/24/2010,"XL, JENNY",205,South,95,1,mivi,0205S,,FALSE,1611-00,libe,9,2,changed from 6753 in 2010
9/24/2010,"XL, JENNY",205,South,95,1,mivi,0205S,,FALSE,1615-00,libe,12,4,changed from 6756 in 2010
9/24/2010,"XL, JENNY",205,South,95,1,mivi,0205S,,FALSE,1616-00,libe,9,3,changed from 6757 in 2010
9/24/2010,"XL, JENNY",205,South,95,1,mivi,0205S,,FALSE,1626-00,libe,11.5,1,changed from 6755 in 2010
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6765,libe,8.5,2,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6766,acne,10,4,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6767,loja,18,4,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6768,loja,16,4,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6769,syor,14,8,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6770,loja,17,8,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6771,fram,6.5,3,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6772,syor,17,9,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6773,loja,29,8,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6774,loja,92,20,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6775,libe,4,2,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6776,syor,16,22,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6777,syor,26,5,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6778,loja,38,16,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6779,fram,7.5,2,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6780,fram,10,4,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6781,acne,12,3,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6782,libe,37,3,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6783,libe,10,4,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6784,loja,15.5,2,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6785,beth,5.5,10,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6786,beth,5,3,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6787,fram,8,1,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6788,prse,7,4,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6789,loja,17,5,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6790,fram,5,2,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6791,fram,6,2,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6792,loja,98,31,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6793,loja,59,17,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6794,loja,82,3,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6795,fram,7,3,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6796,fram,7.5,3,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6797,loja,26,7,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6798,tora,23,0,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6799,libe,10.5,4,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6800,acne,15,12,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6801,tora,3,2,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6802,fram,6.5,2,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6804,loja,10,6,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6805,loja,11,6,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6806,libe,8,3,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6807,tora,14,2,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6808,beth,5,5,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6809,loja,9,6,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6810,beth,12,14,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6811,syor,15,8,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6812,tora,19,2,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6813,syor,13,9,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6814,syor,12.5,8,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6815,loja,9,2,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6816,loja,17,12,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6817,loja,17,6,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6818,fram,6,2,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6819,syor,14,8,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6820,syor,14,10,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6821,loja,85,28,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6822,syor,41,22,4 stems
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6823,acne,8,4,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6824,loja,9,3,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6825,libe,9,8,Tag 6826 was missing
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6827,fram,6,2,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6828,syor,15,8,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6830,syor,14,16,2 stems
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6831,syor,28,3,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6832,loja,16,5,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6833,fram,6,2,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6834,fram,4,3,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6835,fram,5,1,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6836,fram,4.5,1,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6837,loja,36.5,25,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6838,fram,5.5,1,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6839,loja,14,6,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6840,paqu,12,0,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6841,fram,4,1,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6842,loja,13,6,
9/24/2010,"CHRIS, ZL",205,West,40,20,loja,0205W,,FALSE,6698-00,acne,13,4,changed from 6803 in 2010
9/24/2010,"ZL, XL",208,East,2,95,"mivi,loja",0208E,,FALSE,6463,ulru,29,11,
9/24/2010,"ZL, XL",208,East,2,95,"mivi,loja",0208E,,FALSE,6464,fram,7.5,5,
9/24/2010,"ZL, XL",208,East,2,95,"mivi,loja",0208E,,FALSE,6465,fram,7,2,
9/24/2010,"ZL, XL",208,East,2,95,"mivi,loja",0208E,,FALSE,6466,fram,7,4,
9/24/2010,"ZL, XL",208,East,2,95,"mivi,loja",0208E,,FALSE,6467,caca,15,4,
9/24/2010,"ZL, XL",208,East,2,95,"mivi,loja",0208E,,FALSE,6468,rusp,37.5,7,
9/24/2010,"ZL, XL",208,East,2,95,"mivi,loja",0208E,,FALSE,6469,caca,37.5,9,
9/24/2010,"ZL, XL",208,East,2,95,"mivi,loja",0208E,,FALSE,6470,paqu,4.5,1,
9/24/2010,"ZL, XL",208,East,2,95,"mivi,loja",0208E,,FALSE,6471,fram,8.5,3,
9/24/2010,"ZL, XL",208,East,2,95,"mivi,loja",0208E,,FALSE,6472,tora,10,2,
9/24/2010,"ZL, XL",208,East,2,95,"mivi,loja",0208E,,FALSE,6473,fram,5.5,3,
9/24/2010,"ZL, XL",208,East,2,95,"mivi,loja",0208E,,FALSE,6474,tora,12,2,
9/24/2010,"ZL, XL",208,East,2,95,"mivi,loja",0208E,,FALSE,6475,ulru,40,13,
9/24/2010,"ZL, XL",208,East,2,95,"mivi,loja",0208E,,FALSE,6476,fram,8,4,
9/24/2010,"ZL, XL",208,East,2,95,"mivi,loja",0208E,,FALSE,6477,tora,24,3,
9/24/2010,"ZL, XL",208,East,2,95,"mivi,loja",0208E,,FALSE,6478,fram,10,2,
9/24/2010,"ZL, XL",208,East,2,95,"mivi,loja",0208E,,FALSE,6479,loja,77,12,
9/24/2010,"ZL, XL",208,East,2,95,"mivi,loja",0208E,,FALSE,6480,fram,10.5,2,
9/24/2010,"ZL, XL",208,East,2,95,"mivi,loja",0208E,,FALSE,6481,loja,77,12,
9/24/2010,"ZL, XL",208,East,2,95,"mivi,loja",0208E,,FALSE,6482,caca,34,18,
9/24/2010,"ZL, XL",208,East,2,95,"mivi,loja",0208E,,FALSE,6483,loja,22,3,
9/24/2010,"ZL, XL",208,East,2,95,"mivi,loja",0208E,,FALSE,6484,caca,6.5,1,
9/24/2010,"ZL, XL",208,East,2,95,"mivi,loja",0208E,,FALSE,6485,caca,5,1,
9/24/2010,"ZL, XL",208,East,2,95,"mivi,loja",0208E,,FALSE,6486,fram,9,1,
9/24/2010,"ZL, XL",208,East,2,95,"mivi,loja",0208E,,FALSE,6487,caca,8.5,3,
9/24/2010,"ZL, XL",208,South,60,1,"mivi,loja",0208S,,FALSE,5901,caca,28,5,
9/24/2010,"ZL, XL",208,South,60,1,"mivi,loja",0208S,,FALSE,5902,tora,13,2,
9/24/2010,"ZL, XL",208,South,60,1,"mivi,loja",0208S,,FALSE,5903,rusp,154,22,
9/24/2010,"ZL, XL",208,South,60,1,"mivi,loja",0208S,,FALSE,5904,ulru,37,4,
9/24/2010,"ZL, XL",208,South,60,1,"mivi,loja",0208S,,FALSE,5905,fram,7,4,
9/24/2010,"ZL, XL",208,South,60,1,"mivi,loja",0208S,,FALSE,5906,paqu,6,1,
9/24/2010,"ZL, XL",208,South,60,1,"mivi,loja",0208S,,FALSE,5907,loja,16,8,
9/24/2010,"ZL, XL",208,South,60,1,"mivi,loja",0208S,,FALSE,5908,caca,8,2,
9/24/2010,"ZL, XL",208,South,60,1,"mivi,loja",0208S,,FALSE,5909,prsp,16,4,
9/24/2010,"ZL, XL",208,South,60,1,"mivi,loja",0208S,,FALSE,5910,fram,6,2,
9/24/2010,"ZL, XL",208,South,60,1,"mivi,loja",0208S,,FALSE,5911,fram,9,4,
9/24/2010,"ZL, XL",208,South,60,1,"mivi,loja",0208S,,FALSE,5912,fram,6,1,
9/24/2010,"ZL, XL",208,South,60,1,"mivi,loja",0208S,,FALSE,5913,libe,18,7,
9/24/2010,"ZL, XL",208,South,60,1,"mivi,loja",0208S,,FALSE,5914,fram,6,2,
9/24/2010,"ZL, XL",208,South,60,1,"mivi,loja",0208S,,FALSE,5915,fram,6,2,
9/24/2010,"ZL, XL",208,South,60,1,"mivi,loja",0208S,,FALSE,5916,fram,8,4,
9/24/2010,"ZL, XL",208,South,60,1,"mivi,loja",0208S,,FALSE,5917,fram,8,3,
9/24/2010,"ZL, XL",208,South,60,1,"mivi,loja",0208S,,FALSE,5918,fram,7,3,
9/24/2010,"ZL, XL",208,South,60,1,"mivi,loja",0208S,,FALSE,5919,tora,32,0,
9/24/2010,"ZL, XL",208,South,60,1,"mivi,loja",0208S,,FALSE,5920,fram,8,3,
9/24/2010,"ZL, XL",208,South,60,1,"mivi,loja",0208S,,FALSE,5921,fram,14,6,
9/24/2010,"ZL, XL",208,South,60,1,"mivi,loja",0208S,,FALSE,5922,caca,29,6,
9/24/2010,"ZL, XL",208,South,60,1,"mivi,loja",0208S,,FALSE,5923,tora,30,1,
9/24/2010,"ZL, XL",208,South,60,1,"mivi,loja",0208S,,FALSE,5924,caca,21,4,
9/24/2010,"ZL, XL",208,South,60,1,"mivi,loja",0208S,,FALSE,5925,fram,7.5,3,
9/24/2010,"ZL, XL",208,South,60,1,"mivi,loja",0208S,,FALSE,5926,fram,7,1,
9/24/2010,"ZL, XL",208,South,60,1,"mivi,loja",0208S,,FALSE,6488,loja,7,5,
9/24/2010,"ZL, XL",208,South,60,1,"mivi,loja",0208S,,FALSE,6489,fram,8,2,
9/24/2010,"ZL, XL",208,South,60,1,"mivi,loja",0208S,,FALSE,6490,fram,7.5,3,
9/24/2010,"ZL, XL",208,South,60,1,"mivi,loja",0208S,,FALSE,6491,loja,25,13,
9/24/2010,"ZL, XL",208,South,60,1,"mivi,loja",0208S,,FALSE,6492,caca,27,15,
9/24/2010,"ZL, XL",208,South,60,1,"mivi,loja",0208S,,FALSE,6493,fram,9,3,
9/24/2010,"ZL, XL",208,South,60,1,"mivi,loja",0208S,,FALSE,6494,ulru,36,14,
9/24/2010,"ZL, XL",208,South,60,1,"mivi,loja",0208S,,FALSE,6495,tora,16,5,
9/24/2010,"ZL, XL",208,South,60,1,"mivi,loja",0208S,,FALSE,6496,fram,7,2,
9/24/2010,"ZL, XL",208,South,60,1,"mivi,loja",0208S,,FALSE,6497,fram,7.5,2,
9/24/2010,"ZL, XL",208,South,60,1,"mivi,loja",0208S,,FALSE,6498,caca,6,7,
9/24/2010,"ZL, XL",208,South,60,1,"mivi,loja",0208S,,FALSE,6499,caco,9,2,
9/24/2010,"ZL, XL",208,South,60,1,"mivi,loja",0208S,,FALSE,6500,prsp,6,1,
9/24/2010,"ZL, XL",208,West,40,3,"loja,beth,mivi",0208W,,FALSE,5927,fram,5.5,3,
9/24/2010,"ZL, XL",208,West,40,3,"loja,beth,mivi",0208W,,FALSE,5928,fram,5,1,
9/24/2010,"ZL, XL",208,West,40,3,"loja,beth,mivi",0208W,,FALSE,5929,fram,4.5,2,
9/24/2010,"ZL, XL",208,West,40,3,"loja,beth,mivi",0208W,,FALSE,5930,tora,9,2,
9/24/2010,"ZL, XL",208,West,40,3,"loja,beth,mivi",0208W,,FALSE,5931,loja,11,8,
9/24/2010,"ZL, XL",208,West,40,3,"loja,beth,mivi",0208W,,FALSE,5932,tora,9,0,
9/24/2010,"ZL, XL",208,West,40,3,"loja,beth,mivi",0208W,,FALSE,5933,tora,4,7,
9/24/2010,"ZL, XL",208,West,40,3,"loja,beth,mivi",0208W,,FALSE,5934,quru,20,5,
9/24/2010,"ZL, XL",208,West,40,3,"loja,beth,mivi",0208W,,FALSE,5935,loja,187,>50,
9/24/2010,"ZL, XL",208,West,40,3,"loja,beth,mivi",0208W,,FALSE,5936,beth,9.5,1,
9/24/2010,"ZL, XL",208,West,40,3,"loja,beth,mivi",0208W,,FALSE,5937,libe,10,2,
9/24/2010,"ZL, XL",208,West,40,3,"loja,beth,mivi",0208W,,FALSE,5938,prse,8,3,
9/24/2010,"ZL, XL",208,West,40,3,"loja,beth,mivi",0208W,,FALSE,5939,libe,6,4,
9/24/2010,"ZL, XL",208,West,40,3,"loja,beth,mivi",0208W,,FALSE,5940,fram,3.5,1,
9/24/2010,"ZL, XL",208,West,40,3,"loja,beth,mivi",0208W,,FALSE,5941,fram,8,1,
9/24/2010,"ZL, XL",208,West,40,3,"loja,beth,mivi",0208W,,FALSE,5942,tora,7,2,
9/24/2010,"ZL, XL",208,West,40,3,"loja,beth,mivi",0208W,,FALSE,5943,libe,13,4,
9/24/2010,"ZL, XL",208,West,40,3,"loja,beth,mivi",0208W,,FALSE,5944,caca,11,1,
9/24/2010,"ZL, XL",208,West,40,3,"loja,beth,mivi",0208W,,FALSE,5945,caca,12,2,
9/24/2010,"ZL, XL",208,West,40,3,"loja,beth,mivi",0208W,,FALSE,5946,fram,7,4,
9/24/2010,"ZL, XL",208,West,40,3,"loja,beth,mivi",0208W,,FALSE,5947,fram,6,2,
9/24/2010,"ZL, XL",208,West,40,3,"loja,beth,mivi",0208W,,FALSE,5948,fram,9,3,
9/24/2010,"ZL, XL",208,West,40,3,"loja,beth,mivi",0208W,,FALSE,5949,ulru,16.5,13,
