"census","genus","species","sp","biomass.mortality.Mg.C.ha.1.yr.1"
"census 2008 and 2013","Fraxinus","americana","fram",0.0886844261445161
"census 2008 and 2013","Fraxinus","nigra","frni",0.00433369177400974
"census 2008 and 2013","Fraxinus","pennsylvanica","frpe",0.00039082738589743
"census 2008 and 2013","Fraxinus","sp","frsp",0.00020766941096133
"census 2008 and 2013","Hamamelis","virginiana","havi",0.000493282879061512
"census 2008 and 2013","Juglans","nigra","juni",0.0104848569217204
"census 2008 and 2013","Lindera","benzoin","libe",0.000568269758015556
"census 2008 and 2013","Liriodendron","tulipifera","litu",0.0716966733241045
"census 2008 and 2013","Nyssa","sylvatica","nysy",0.0203446704914226
"census 2008 and 2013","Paulownia","tomentosa","pato",0.000893119545929449
"census 2008 and 2013","Pinus","strobus","pist",0.00172026433769602
"census 2008 and 2013","Platanus","occidentalis","ploc",0.00127738425139531
"census 2008 and 2013","Prunus","avium","prav",0.000734541160753308
"census 2008 and 2013","Prunus","serotina","prse",0.00596559650539691
"census 2008 and 2013","Quercus","alba","qual",0.218118432619776
"census 2008 and 2013","Quercus","coccinea","quco",0.0096501303248079
"census 2008 and 2013","Quercus","prinus","qupr",0.118993356727723
"census 2008 and 2013","Quercus","rubra","quru",0.308276318302415
"census 2008 and 2013","Quercus","sp","qusp",0.0234212251894108
"census 2008 and 2013","Quercus","velutina","quve",0.318405974205735
"census 2008 and 2013","Robinia","pseudoacacia","rops",0.0361653039861572
"census 2008 and 2013","Sassafras","albidum","saal",0.0237928417312472
"census 2008 and 2013","Tilia","americana","tiam",0.00610785171312831
"census 2008 and 2013","Ulmus","americana","ulam",0.00724506170235517
"census 2008 and 2013","Ulmus","rubra","ulru",0.103556263086554
"census 2008 and 2013","Ulmus","sp","ulsp",0.00967547895958064
"census 2008 and 2013","Unidentified","unk","unk",0.00679973411353229
"census 2013 and 2014","All","All",NA,0.935933031774622
"census 2013 and 2014","Acer","All",NA,0.00884356221157915
"census 2013 and 2014","Carpinus","All",NA,0.00146092464294918
"census 2013 and 2014","Carya","All",NA,0.146907938944333
"census 2013 and 2014","Celtis","All",NA,0.000713798210416626
"census 2013 and 2014","Cercis","All",NA,0.00301373394549881
"census 2013 and 2014","Fraxinus","All",NA,0.216489798720676
"census 2013 and 2014","Juglans","All",NA,0.00528796181451706
"census 2013 and 2014","Liriodendron","All",NA,0.0650983999955602
"census 2013 and 2014","Nyssa","All",NA,0.0144025804715981
"census 2013 and 2014","Pinus","All",NA,0.00176554735277136
"census 2013 and 2014","Prunus","All",NA,0.00995918667849108
"census 2013 and 2014","Quercus","All",NA,0.40684292560972
"census 2013 and 2014","Sassafras","All",NA,0.0057577768435088
"census 2013 and 2014","Tilia","All",NA,0.0120025810165111
"census 2013 and 2014","Ulmus","All",NA,0.0373863153164917
"census 2013 and 2014","Acer","rubrum","acru",0.00884356221157915
"census 2013 and 2014","Carpinus","caroliniana","caca",0.00146092464294918
"census 2013 and 2014","Carya","cordiformis","caco",0.00784007831597839
"census 2013 and 2014","Carya","glabra","cagl",0.0710125036471066
"census 2013 and 2014","Carya","ovalis","caovl",0.00807755342711298
"census 2013 and 2014","Carya","tomentosa","cato",0.0599778035541354
"census 2013 and 2014","Cercis","canadensis","ceca",0.00301373394549881
"census 2013 and 2014","Celtis","occidentalis","ceoc",0.000713798210416626
"census 2013 and 2014","Fraxinus","americana","fram",0.214014848154317
"census 2013 and 2014","Fraxinus","nigra","frni",0.00247495056635871
"census 2013 and 2014","Juglans","nigra","juni",0.00528796181451706
"census 2013 and 2014","Liriodendron","tulipifera","litu",0.0650983999955602
"census 2013 and 2014","Nyssa","sylvatica","nysy",0.0144025804715981
"census 2013 and 2014","Pinus","strobus","pist",0.00176554735277136
"census 2013 and 2014","Prunus","avium","prav",0.00995918667849108
"census 2013 and 2014","Quercus","alba","qual",0.00876180608035739
"census 2013 and 2014","Quercus","prinus","qupr",0.0146775287671564
"census 2013 and 2014","Quercus","rubra","quru",0.0609970249419359
"census 2013 and 2014","Quercus","velutina","quve",0.322406565820271
"census 2013 and 2014","Sassafras","albidum","saal",0.0057577768435088
"census 2013 and 2014","Tilia","americana","tiam",0.0120025810165111
"census 2013 and 2014","Ulmus","americana","ulam",0.00404083185284944
"census 2013 and 2014","Ulmus","rubra","ulru",0.0333454834636422
"census 2014 and 2015","All","All",NA,1.49137846868368
"census 2014 and 2015","Acer","All",NA,0.0122420115837233
"census 2014 and 2015","Carya","All",NA,0.106157573116751
"census 2014 and 2015","Celtis","All",NA,0.00123561558721317
"census 2014 and 2015","Cercis","All",NA,0.0046988570951251
"census 2014 and 2015","Cornus","All",NA,0.00179919752539352
"census 2014 and 2015","Fagus","All",NA,0.090684020010562
"census 2014 and 2015","Fraxinus","All",NA,0.0311749492417344
"census 2014 and 2015","Juglans","All",NA,0.040796816174767
"census 2014 and 2015","Liriodendron","All",NA,0.0394590227414524
"census 2014 and 2015","Nyssa","All",NA,0.00838838549186503
"census 2014 and 2015","Pinus","All",NA,0.00103527751536127
"census 2014 and 2015","Prunus","All",NA,0.00301231706071883
"census 2014 and 2015","Quercus","All",NA,1.01971427917426
"census 2014 and 2015","Robinia","All",NA,0.0597886923844087
"census 2014 and 2015","Sassafras","All",NA,0.0416990404638885
"census 2014 and 2015","Ulmus","All",NA,0.0294924135164534
"census 2014 and 2015","Acer","rubrum","acru",0.0122420115837233
"census 2014 and 2015","Carya","cordiformis","caco",0.0422897038974382
"census 2014 and 2015","Carya","glabra","cagl",0.0381444768210824
"census 2014 and 2015","Carya","ovalis","caovl",0.00362706828443822
"census 2014 and 2015","Carya","tomentosa","cato",0.0220963241137918
"census 2014 and 2015","Cercis","canadensis","ceca",0.0046988570951251
"census 2014 and 2015","Celtis","occidentalis","ceoc",0.00123561558721317
"census 2014 and 2015","Cornus","florida","cofl",0.00179919752539352
"census 2014 and 2015","Fagus","grandifolia","fagr",0.090684020010562
"census 2014 and 2015","Fraxinus","americana","fram",0.0241126208389416
"census 2014 and 2015","Fraxinus","nigra","frni",0.0070623284027928
"census 2014 and 2015","Juglans","nigra","juni",0.040796816174767
"census 2014 and 2015","Liriodendron","tulipifera","litu",0.0394590227414524
"census 2014 and 2015","Nyssa","sylvatica","nysy",0.00838838549186503
"census 2014 and 2015","Pinus","strobus","pist",0.00103527751536127
"census 2014 and 2015","Prunus","avium","prav",0.00301231706071883
"census 2014 and 2015","Quercus","alba","qual",0.208766524216925
"census 2014 and 2015","Quercus","prinus","qupr",0.141518591750026
"census 2014 and 2015","Quercus","rubra","quru",0.263000876262445
"census 2014 and 2015","Quercus","velutina","quve",0.406428286944869
"census 2014 and 2015","Robinia","pseudoacacia","rops",0.0597886923844087
"census 2014 and 2015","Sassafras","albidum","saal",0.0416990404638885
"census 2014 and 2015","Ulmus","americana","ulam",0.00410731341774836
"census 2014 and 2015","Ulmus","rubra","ulru",0.025385100098705
"census 2015 and 2016","All","All",NA,1.28025777995469
"census 2015 and 2016","Acer","All",NA,0.00079524895212437
"census 2015 and 2016","Carpinus","All",NA,0.00169131515594009
"census 2015 and 2016","Carya","All",NA,0.204314597034455
"census 2015 and 2016","Cercis","All",NA,0.00558155003442348
"census 2015 and 2016","Fraxinus","All",NA,0.176581180166319
"census 2015 and 2016","Lindera","All",NA,0.000579655828113964
"census 2015 and 2016","Liriodendron","All",NA,0.0600214747631324
"census 2015 and 2016","Nyssa","All",NA,0.0277345138594164
"census 2015 and 2016","Pinus","All",NA,0.00106419992943011
"census 2015 and 2016","Platanus","All",NA,0.00460543265651894
"census 2015 and 2016","Prunus","All",NA,0.0157530664172498
"census 2015 and 2016","Quercus","All",NA,0.74152056968421
"census 2015 and 2016","Sassafras","All",NA,0.007364633761906
"census 2015 and 2016","Tilia","All",NA,0.0107389373550344
"census 2015 and 2016","Ulmus","All",NA,0.0219114043564206
"census 2015 and 2016","Acer","rubrum","acru",0.00079524895212437
"census 2015 and 2016","Carpinus","caroliniana","caca",0.00169131515594009
"census 2015 and 2016","Carya","cordiformis","caco",0.128244417630923
"census 2015 and 2016","Carya","glabra","cagl",0.0197876384854307
"census 2015 and 2016","Carya","tomentosa","cato",0.0562825409181005
"census 2015 and 2016","Cercis","canadensis","ceca",0.00558155003442348
"census 2015 and 2016","Fraxinus","americana","fram",0.120262987881869
"census 2015 and 2016","Fraxinus","nigra","frni",0.0555491733815406
"census 2015 and 2016","Fraxinus","pennsylvanica","frpe",0.000769018902909802
"census 2015 and 2016","Lindera","benzoin","libe",0.000579655828113964
"census 2015 and 2016","Liriodendron","tulipifera","litu",0.0600214747631324
"census 2015 and 2016","Nyssa","sylvatica","nysy",0.0277345138594164
"census 2015 and 2016","Pinus","strobus","pist",0.00106419992943011
"census 2015 and 2016","Platanus","occidentalis","ploc",0.00460543265651894
"census 2015 and 2016","Prunus","avium","prav",0.0157530664172498
"census 2015 and 2016","Quercus","alba","qual",0.0869986043565319
"census 2015 and 2016","Quercus","michauxii","qumi",0.00711319213276915
"census 2015 and 2016","Quercus","prinus","qupr",0.010201732097214
"census 2015 and 2016","Quercus","rubra","quru",0.144681671991245
"census 2015 and 2016","Quercus","velutina","quve",0.49252536910645
"census 2015 and 2016","Sassafras","albidum","saal",0.007364633761906
"census 2015 and 2016","Tilia","americana","tiam",0.0107389373550344
"census 2015 and 2016","Ulmus","americana","ulam",0.00364818453553455
"census 2015 and 2016","Ulmus","rubra","ulru",0.0182632198208861
"census 2016 and 2017","All","All",NA,2.59914052311296
"census 2016 and 2017","Acer","All",NA,0.000644156104048852
"census 2016 and 2017","Amelanchier","All",NA,0.00112991674628964
"census 2016 and 2017","Carpinus","All",NA,0.00336744393437457
"census 2016 and 2017","Carya","All",NA,0.322467523541841
"census 2016 and 2017","Cercis","All",NA,0.00687729824537849
"census 2016 and 2017","Cornus","All",NA,0.00124119185257327
"census 2016 and 2017","Fraxinus","All",NA,1.07490183551627
"census 2016 and 2017","Juglans","All",NA,0.00174522562954921
"census 2016 and 2017","Liriodendron","All",NA,0.0587260985233424
"census 2016 and 2017","Nyssa","All",NA,0.0473051137386039
"census 2016 and 2017","Pinus","All",NA,0.000744232862551674
"census 2016 and 2017","Prunus","All",NA,0.000830350802940321
"census 2016 and 2017","Quercus","All",NA,1.05444322736557
"census 2016 and 2017","Robinia","All",NA,0.0109147400406183
"census 2016 and 2017","Ulmus","All",NA,0.0138021682090106
"census 2016 and 2017","Acer","rubrum","acru",0.000644156104048852
"census 2016 and 2017","Amelanchier","arborea","amar",0.00112991674628964
"census 2016 and 2017","Carpinus","caroliniana","caca",0.00336744393437457
"census 2016 and 2017","Carya","cordiformis","caco",0.186194090340494
"census 2016 and 2017","Carya","glabra","cagl",0.0616056247282513
"census 2016 and 2017","Carya","ovalis","caovl",0.00943302334386594
"census 2016 and 2017","Carya","tomentosa","cato",0.0652347851292291
"census 2016 and 2017","Cercis","canadensis","ceca",0.00687729824537849
"census 2016 and 2017","Cornus","florida","cofl",0.00124119185257327
"census 2016 and 2017","Fraxinus","americana","fram",1.03570808384581
"census 2016 and 2017","Fraxinus","nigra","frni",0.0391937516704517
"census 2016 and 2017","Juglans","nigra","juni",0.00174522562954921
"census 2016 and 2017","Liriodendron","tulipifera","litu",0.0587260985233424
"census 2016 and 2017","Nyssa","sylvatica","nysy",0.0473051137386039
"census 2016 and 2017","Pinus","strobus","pist",0.000744232862551674
"census 2016 and 2017","Prunus","avium","prav",0.000830350802940321
"census 2016 and 2017","Quercus","alba","qual",0.00949854580044767
"census 2016 and 2017","Quercus","prinus","qupr",0.327597672059134
"census 2016 and 2017","Quercus","rubra","quru",0.275688630613757
"census 2016 and 2017","Quercus","velutina","quve",0.441658378892231
"census 2016 and 2017","Robinia","pseudoacacia","rops",0.0109147400406183
"census 2016 and 2017","Ulmus","rubra","ulru",0.0138021682090106
"census 2017 and 2018","All","All",NA,3.10970338613254
"census 2017 and 2018","Acer","All",NA,0.0290469424805326
"census 2017 and 2018","Carpinus","All",NA,0.00362759911817644
"census 2017 and 2018","Carya","All",NA,0.137322455667133
"census 2017 and 2018","Cercis","All",NA,0.0143313518763064
"census 2017 and 2018","Cornus","All",NA,0.00106255559389208
"census 2017 and 2018","Fagus","All",NA,0.0250238495711927
"census 2017 and 2018","Fraxinus","All",NA,1.02377370672421
"census 2017 and 2018","Hamamelis","All",NA,0.00201409083169133
"census 2017 and 2018","Juglans","All",NA,0.0881072111030733
"census 2017 and 2018","Liriodendron","All",NA,0.392286893593038
"census 2017 and 2018","Nyssa","All",NA,0.0023735947637059
"census 2017 and 2018","Pinus","All",NA,0.00162876731111637
"census 2017 and 2018","Prunus","All",NA,0.249837726162988
"census 2017 and 2018","Quercus","All",NA,1.08663762551554
"census 2017 and 2018","Robinia","All",NA,0.00250223541506129
"census 2017 and 2018","Sassafras","All",NA,0.00756543767281672
"census 2017 and 2018","Tilia","All",NA,0.0268281956449179
"census 2017 and 2018","Ulmus","All",NA,0.0141687245658542
"census 2017 and 2018","Viburnum","All",NA,0.00156442252128204
"census 2017 and 2018","Acer","rubrum","acru",0.0290469424805326
"census 2017 and 2018","Carpinus","caroliniana","caca",0.00362759911817644
"census 2017 and 2018","Carya","cordiformis","caco",0.00169337891636046
"census 2017 and 2018","Carya","glabra","cagl",0.0704698894110342
"census 2017 and 2018","Carya","ovalis","caovl",0.0148756421779685
"census 2017 and 2018","Carya","tomentosa","cato",0.0502835451617695
"census 2017 and 2018","Cercis","canadensis","ceca",0.0143313518763064
"census 2017 and 2018","Cornus","florida","cofl",0.00106255559389208
"census 2017 and 2018","Fagus","grandifolia","fagr",0.0250238495711927
"census 2017 and 2018","Fraxinus","americana","fram",1.00086049920727
"census 2017 and 2018","Fraxinus","nigra","frni",0.0218622647606542
"census 2017 and 2018","Fraxinus","pennsylvanica","frpe",0.00105094275628589
"census 2017 and 2018","Hamamelis","virginiana","havi",0.00201409083169133
"census 2017 and 2018","Juglans","nigra","juni",0.0881072111030733
"census 2017 and 2018","Liriodendron","tulipifera","litu",0.392286893593038
"census 2017 and 2018","Nyssa","sylvatica","nysy",0.0023735947637059
"census 2017 and 2018","Pinus","strobus","pist",0.00162876731111637
"census 2017 and 2018","Prunus","avium","prav",0.0064839526591861
"census 2017 and 2018","Prunus","serotina","prse",0.243353773503802
"census 2017 and 2018","Quercus","alba","qual",0.146463073824783
"census 2017 and 2018","Quercus","michauxii","qumi",0.0349902461569506
"census 2017 and 2018","Quercus","prinus","qupr",0.220358972882349
"census 2017 and 2018","Quercus","rubra","quru",0.146186155724534
"census 2017 and 2018","Quercus","velutina","quve",0.538639176926929
"census 2017 and 2018","Robinia","pseudoacacia","rops",0.00250223541506129
"census 2017 and 2018","Sassafras","albidum","saal",0.00756543767281672
"census 2017 and 2018","Tilia","americana","tiam",0.0268281956449179
"census 2017 and 2018","Ulmus","americana","ulam",0.00198710296110539
"census 2017 and 2018","Ulmus","rubra","ulru",0.0121816216047488
"census 2017 and 2018","Viburnum","prunifolium","vipr",0.00156442252128204
"census 2018 and 2019","All","All",NA,2.53329307103539
"census 2018 and 2019","Acer","All",NA,0.00140798930890572
"census 2018 and 2019","Amelanchier","All",NA,0.00123784909220388
"census 2018 and 2019","Carya","All",NA,0.235057393805789
"census 2018 and 2019","Cercis","All",NA,0.00644980991878681
"census 2018 and 2019","Fagus","All",NA,0.00115413462094677
"census 2018 and 2019","Fraxinus","All",NA,0.956688716010599
"census 2018 and 2019","Juglans","All",NA,0.00313162298540197
"census 2018 and 2019","Liriodendron","All",NA,0.0473586063129989
"census 2018 and 2019","Nyssa","All",NA,0.00238498166814196
"census 2018 and 2019","Paulownia","All",NA,0.00964124830073658
"census 2018 and 2019","Pinus","All",NA,0.00170934722767233
"census 2018 and 2019","Quercus","All",NA,1.21483281667863
"census 2018 and 2019","Robinia","All",NA,0.0354537160338768
"census 2018 and 2019","Sassafras","All",NA,0.00439963539798553
"census 2018 and 2019","Ulmus","All",NA,0.0123852036727182
"census 2018 and 2019","Acer","rubrum","acru",0.00140798930890572
"census 2018 and 2019","Amelanchier","arborea","amar",0.00123784909220388
"census 2018 and 2019","Carya","cordiformis","caco",0.0875465070255108
"census 2018 and 2019","Carya","glabra","cagl",0.0483837840096757
"census 2018 and 2019","Carya","ovalis","caovl",0.0507471436582931
"census 2018 and 2019","Carya","tomentosa","cato",0.0483799591123091
"census 2018 and 2019","Cercis","canadensis","ceca",0.00644980991878681
"census 2018 and 2019","Fagus","grandifolia","fagr",0.00115413462094677
"census 2018 and 2019","Fraxinus","americana","fram",0.927379215706242
"census 2018 and 2019","Fraxinus","nigra","frni",0.0293095003043572
"census 2018 and 2019","Juglans","nigra","juni",0.00313162298540197
"census 2018 and 2019","Liriodendron","tulipifera","litu",0.0473586063129989
"census 2018 and 2019","Nyssa","sylvatica","nysy",0.00238498166814196
"census 2018 and 2019","Paulownia","tomentosa","pato",0.00964124830073658
"census 2018 and 2019","Pinus","strobus","pist",0.00170934722767233
"census 2018 and 2019","Quercus","alba","qual",0.0886118081114295
"census 2018 and 2019","Quercus","prinus","qupr",0.0893817387691346
"census 2018 and 2019","Quercus","rubra","quru",0.374768295870525
"census 2018 and 2019","Quercus","velutina","quve",0.662070973927539
"census 2018 and 2019","Robinia","pseudoacacia","rops",0.0354537160338768
"census 2018 and 2019","Sassafras","albidum","saal",0.00439963539798553
"census 2018 and 2019","Ulmus","rubra","ulru",0.0123852036727182
