Tag #,stemID,Species,dbh.2013.mm,Date,perc.canopy.completeness,perc.pigmentation 
60457,1,Carpinus caroliniana,99.5,11/17/2014,0,0
60468,1,Carpinus caroliniana,67.3,11/17/2014,50,0
60563,1,Carpinus caroliniana,87.5,11/17/2014,0,0
60568,1,Carpinus caroliniana,90.3,11/17/2014,0,0
60569,1,Carpinus caroliniana,89.5,11/17/2014,0,0
60571,1,Carpinus caroliniana,116,11/17/2014,0,0
60576,1,Carpinus caroliniana,95.1,11/17/2014,0,0
60578,1,Carpinus caroliniana,78.5,11/17/2014,20,0
60579,1,Carpinus caroliniana,76.1,11/17/2014,0,0
60586,1,Carpinus caroliniana,62.5,11/17/2014,0,0
60587,1,Carpinus caroliniana,70.5,11/17/2014,0,0
70494,1,Carpinus caroliniana,77.2,11/17/2014,0,0
70494,2,Carpinus caroliniana,59.6,11/17/2014,0,0
70495,1,Carpinus caroliniana,67.6,11/17/2014,0,0
60570,1,Carya cordiformis,396.1,11/17/2014,0,0
60588,1,Carya cordiformis,292.3,11/17/2014,0,0
60469,1,Cornus florida,70,11/17/2014,0,0
60458,1,Fagus grandifolia,269.5,11/17/2014,50,10
60459,1,Fagus grandifolia,99.7,11/17/2014,100,0
60462,1,Fagus grandifolia,209.5,11/17/2014,100,0
60562,1,Fagus grandifolia,124,11/17/2014,90,0
60566,1,Fagus grandifolia,194.2,11/17/2014,90,0
60463,1,Juglans nigra,468,11/17/2014,0,0
50650,1,Liriodendron tulipifera,184.3,11/17/2014,0,0
50654,1,Liriodendron tulipifera,717.2,11/17/2014,0,0
60567,1,Liriodendron tulipifera,536.8,11/17/2014,0,0
60577,1,Liriodendron tulipifera,546.2,11/17/2014,0,0
60581,1,Liriodendron tulipifera,685.1,11/17/2014,0,0
70493,1,Liriodendron tulipifera,539.4,11/17/2014,0,0
70492,1,Nyssa sylvatica,200.1,11/17/2014,0,0
60582,1,Quercus rubra,285.1,11/17/2014,90,0
60573,1,Tilia americana,258.5,11/17/2014,0,0
30233,1,Fagus grandifolia,1046.8,11/24/2014,80,0
30234,1,Fagus grandifolia,71.5,11/24/2014,100,0
30333,1,Fagus grandifolia,222,11/24/2014,90,0
30331,1,Carya glabra,216,11/24/2014,0,0
30339,1,Liriodendron tulipifera,588,11/24/2014,0,0
30339,2,Liriodendron tulipifera,504,11/24/2014,0,0
30339,3,Liriodendron tulipifera,153.1,11/24/2014,0,0
30343,1,Quercus rubra,600,11/24/2014,0,0
40569,1,Liriodendron tulipifera,280,11/24/2014,0,0
40562,1,Fagus grandifolia,79.1,11/24/2014,50,0
40563,1,Fagus grandifolia,365,11/24/2014,20,0
40564,1,Fagus grandifolia,57.8,11/24/2014,100,0
40565,1,Carya glabra,182.1,11/24/2014,0,0
40566,1,Carya glabra,270.2,11/24/2014,0,0
40567,1,Fagus grandifolia,93.3,11/24/2014,100,0
40568,1,Fagus grandifolia,169.9,11/24/2014,0,0
30225,1,Quercus alba,301,11/24/2014,0,0
60456,1,Carpinus caroliniana,64.5,11/24/2014,0,0
60457,1,Carpinus caroliniana,99.5,11/24/2014,0,0
60468,1,Carpinus caroliniana,67.3,11/24/2014,50,0
60563,1,Carpinus caroliniana,87.5,11/24/2014,0,0
60568,1,Carpinus caroliniana,90.3,11/24/2014,0,0
60569,1,Carpinus caroliniana,89.5,11/24/2014,0,0
60571,1,Carpinus caroliniana,116,11/24/2014,0,0
60576,1,Carpinus caroliniana,95.1,11/24/2014,0,0
60578,1,Carpinus caroliniana,78.5,11/24/2014,20,0
60579,1,Carpinus caroliniana,76.1,11/24/2014,0,0
60586,1,Carpinus caroliniana,62.5,11/24/2014,0,0
60587,1,Carpinus caroliniana,70.5,11/24/2014,0,0
70494,1,Carpinus caroliniana,77.2,11/24/2014,0,0
70494,2,Carpinus caroliniana,59.6,11/24/2014,0,0
70495,1,Carpinus caroliniana,67.6,11/24/2014,0,0
60570,1,Carya cordiformis,396.1,11/24/2014,0,0
60588,1,Carya cordiformis,292.3,11/24/2014,0,0
60469,1,Cornus florida,70,11/24/2014,0,0
60458,1,Fagus grandifolia,269.5,11/24/2014,20,0
60459,1,Fagus grandifolia,99.7,11/24/2014,100,0
60462,1,Fagus grandifolia,209.5,11/24/2014,90,0
60562,1,Fagus grandifolia,124,11/24/2014,90,0
60566,1,Fagus grandifolia,194.2,11/24/2014,90,0
60463,1,Juglans nigra,468,11/24/2014,0,0
50650,1,Liriodendron tulipifera,184.3,11/24/2014,0,0
50654,1,Liriodendron tulipifera,717.2,11/24/2014,0,0
60567,1,Liriodendron tulipifera,536.8,11/24/2014,0,0
60577,1,Liriodendron tulipifera,546.2,11/24/2014,0,0
60581,1,Liriodendron tulipifera,685.1,11/24/2014,0,0
70493,1,Liriodendron tulipifera,539.4,11/24/2014,0,0
70492,1,Nyssa sylvatica,200.1,11/24/2014,0,0
60582,1,Quercus rubra,285.1,11/24/2014,0,0
60573,1,Tilia americana,258.5,11/24/2014,0,0
